title,deal_price,screen_type,hdmi_count,usb_count,os,smart_tv,display_size,hd_technology_resolution,launch_year,model_name
Gangnam Street 80 cm (32 inch) HD Ready LED TV  (LEDATGG32HDEKK),"₹8,099",LED,2,2,Analog,No,80 cm (32 inch),"HD Ready, 1366 x 768",2022,LEDATGG32HDEKK
LG 165.1 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV  (OLED65G1PTZ),"₹2,19,990",OLED,4,3,WebOS,Yes,165.1 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2021,OLED65G1PTZ
IMPEX GRANDE 65 SMART AU00 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV  (GRANDE 65 SMART AU00),"₹56,900",LED,4,2,Android,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2022,GRANDE 65 SMART AU00
Panasonic 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV  (TH-65LX850DX),"₹81,540",LED,3,2,Android,Yes,165 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2022,TH-65LX850DX
SAMSUNG 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV 2022 Edition  (UA55BU8000KLXL),"₹55,990",LED,3,2,Tizen,Yes,138 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,UA55BU8000KLXL
XElectron 80 cm (32 inch) HD Ready LED TV  (32STV),"₹7,299",LED,2,2,Android,No,80 cm (32 inch),"HD Ready, 1366 x 768",2023,32STV
LG Nanocell 123 cm (49 inch) Ultra HD (4K) LED Smart WebOS TV  (49NANO80TNA),"₹54,990",LED,4,2,WebOS,Yes,123 cm (49 inch),"Ultra HD (4K), 3840 x 2160",2020,49NANO80TNA
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display  (QA55LS03BAKLXL),"₹82,890",QLED,4,2,Tizen,Yes,138 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,QA55LS03BAKLXL
SONY 126 cm (50 Inch) Ultra HD (4K) LED Smart Google TV  (KD-50X80K),"₹75,990",LED,4,2,Google TV,Yes,126 cm (50 Inch),"Ultra HD (4K), 3840 x 2160",2022,KD-50X80K
SAMSUNG Q60BAK 189 cm (75 inch) QLED Ultra HD (4K) Smart Tizen TV  (QA75Q60BAKXXL),"₹2,74,790",QLED,3,2,Tizen,Yes,189 cm (75 inch),"Ultra HD (4K), 3840 x 2160",2022,QA75Q60BAKXXL
Feltron 109 cm (43 inch) Full HD LED Smart Android TV with Elegant frame with a bezel-less design.  (FT4309SFL),"₹24,590",LED,2,2,Android,Yes,109 cm (43 inch),"Full HD, 1920×1080p",2023,FT4309SFL
SONY 215 cm (85 inch) Ultra HD (4K) LED Smart Android TV  (XR-85X95K),"₹5,13,790",LED,4,2,Android,Yes,215 cm (85 inch),"Ultra HD (4K), 3840 x 2160",2022,XR-85X95K
Panasonic 110 cm (43 inch) Ultra HD (4K) LED Smart TV  (TH-43LX700DX),"₹34,990",LED,2,2,Android,Yes,110 cm (43 inch),"Ultra HD (4K), 3840 x 2160",2022,TH-43LX700DX
Samtonic 104 cm (40 inch) Full HD LED Smart Android TV  (ST-4102S),"₹14,999",LED,2,2,Android,Yes,104 cm (40 inch),"Full HD, 1920X1080",2023,ST-4102S
LG 177 cm (70 inch) Ultra HD (4K) LED Smart WebOS TV  (70UQ8040PSB),"₹93,990",LED,3,2,WebOS,Yes,177 cm (70 inch),"Ultra HD (4K), 3840 x 2160",2022,70UQ8040PSB
LIMEBERRY 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Additional Voice Remote  (LB50MU11BSNS5GV),"₹31,899",LED,3,2,Android,Yes,127 cm (50 inch),"Ultra HD (4K), 3840x2160",2023,LB50MU11BSNS5GV
SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV  (UA43T5500AKXXL),"₹31,990",LED,2,1,Tizen,Yes,108 cm (43 inch),"Full HD, 1920 x 1080",2020,UA43T5500AKXXL
LIMEBERRY 127 cm (50 inch) OLED Ultra HD (4K) Smart Android TV  (LB49OU11SSPS5GV),"₹49,499",OLED,3,2,Android,Yes,127 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2023,LB49OU11SSPS5GV
LG Nanocell 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV  (65NANO86TNA),"₹88,999",LED,4,3,WebOS,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2020,65NANO86TNA
CORNEA Bezelless 110 cm (43 inch) Full HD LED Smart Android TV  (43CORFLS05),"₹16,999",LED,2,2,Android,Yes,110 cm (43 inch),"Full HD, 1920 x 1080",2022,43CORFLS05
Haier 126 cm (50 inch) Ultra HD (4K) LED Smart TV  (LE50K7700HQGA),"₹37,990",LED,4,2,Android,Yes,126 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2021,LE50K7700HQGA
LG 165.1 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV  (65NANO83TPZ),"₹1,14,900",LED,4,2,WebOS,Yes,165.1 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2021,65NANO83TPZ
Aiwa 80 cm (32 inch) HD Ready LED Smart TV  (AS32HDX1-GTV),"₹13,999",LED,3,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 X 768",2022,AS32HDX1-GTV
LG 109.22 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV  (43UP7750PTZ),"₹37,092",LED,2,1,WebOS,Yes,109.22 cm (43 inch),"Ultra HD (4K), 3840 x 2160",2021,43UP7750PTZ
Hyundai 80 cm (32 inch) HD Ready LED Smart Android Based TV  (SMTHY32HDBE1),"₹9,999",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2023,SMTHY32HDBE1
LG 165.1 cm (65 inch) Ultra HD (8K) LED Smart WebOS TV  (65NANO95TNA),"₹1,79,990",LED,4,3,WebOS,Yes,165.1 cm (65 inch),"Ultra HD (8K), 7680 x 4320",2021,65NANO95TNA
AYKON 81 cm (32 inch) Full HD LED Smart Android Based TV 2023 Edition  (AK3236C),"₹9,499",LED,2,2,Android Based,Yes,81 cm (32 inch),"Full HD, 1366 x 768",2023,AK3236C
ONIDA 43 cm (107 inch) Ultra HD (4K) LED Smart TV with ONIDA  (43UIG-R),"₹27,999",LED,3,2,FireOS,Yes,43 cm (107 inch),"Ultra HD (4K), 3840×2160$$Pixels",2023,43UIG-R
Hyundai 80 cm (32 inch) HD Ready LED Smart Android Based TV 2022 Edition  (SMTHY32HDB52YW),"₹11,490",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,SMTHY32HDB52YW
Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV With Dolby Vision and 30W Audio,"₹59,999",QLED,3,2,Android,Yes,138.8 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2020,L55M6-EQG
LG 139 cm (55 Inch) OLED Ultra HD (4K) Smart WebOS TV  (OLED55G2PSA),"₹1,39,990",OLED,4,3,WebOS,Yes,139 cm (55 Inch),"Ultra HD (4K), 3840 x 2160",2022,OLED55G2PSA
smart s tech 127 cm (50 inch) Ultra HD (4K) LED Smart TV  (50INSMART-0),"₹27,899",LED,2,2,Not Specified,Yes,127 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2022,50INSMART-0
VG 108 cm (43 inch) Full HD LED Smart Android Based TV  (VG43FCB1SYHZ44E),"₹19,490",LED,2,2,Android Based,Yes,108 cm (43 inch),"Full HD, 1920 x 1080",2022,VG43FCB1SYHZ44E
SAMSUNG N Series 108 cm (43 inch) Full HD LED Smart Tizen TV with Beamforming Sound Technology  (UA43N5370AUXXL),"₹46,500",LED,4,3,Tizen,Yes,108 cm (43 inch),"Full HD, 1920 x 1080",2022,UA43N5370AUXXL
LG 81.28 cm (32 inch) Full HD LED Smart WebOS TV  (32LQ645BPTA),"₹17,399",LED,3,2,WebOS,Yes,81.28 cm (32 inch),"Full HD, 1,366 x 768",2022,32LQ645BPTA
SAMSUNG Neo QLED 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV  (QA50QN90CAKLXL),"₹1,41,990",QLED,4,2,Tizen,Yes,125 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2023,QA50QN90CAKLXL
Hisense U6G Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV Full Array Local Dimming  (65U6G),"₹75,900",QLED,3,2,Android,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2021,65U6G
"Panasonic 108 cm (43 inch) Full HD LED Smart TV with FHD,Vivid Didital Pro,AccuView Display,,Dolby Digital  (TH-43MS550DX)","₹24,999",LED,2,1,Android,Yes,108 cm (43 inch),"Full HD, 1920 x 1080",2023,TH-43MS550DX
ZEBRONICS 80 cm (32 inch) HD Ready LED Smart Android Based TV 2023 Edition  (Zeb-32P2),"₹11,999",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2023,Zeb-32P2
LG 122 cm (48 inch) OLED Ultra HD (4K) Smart WebOS TV  (48C1),"₹94,990",OLED,4,3,WebOS,Yes,122 cm (48 inch),"Ultra HD (4K), 3840 x 2160",2021,48C1
Vu Masterpiece Glo 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV With 3 Years warranty  (55 QMP),"₹71,480",QLED,4,2,Android,Yes,139 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,55 QMP
LG 80 cm (32 inch) HD Ready LED TV  (32LK526BPTA),"₹19,900",LED,2,1,Linux,No,80 cm (32 inch),"HD Ready, 1366 x 768",2018,32LK526BPTA
iMEE Elite 80 cm (32 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star)  (ELITE-32SFL-Silver),"₹12,699",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2021,ELITE-32SFL-Silver
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV  (UA50BU8000KLXL),"₹77,990",LED,3,2,Tizen,Yes,125 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2021,UA50BU8000KLXL
LG 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV  (50UQ8040PSB),"₹47,990",LED,3,2,WebOS,Yes,126 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2022,50UQ8040PSB
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV  (65UN7300PTC),"₹1,11,990",LED,3,2,WebOS,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2020,65UN7300PTC
SONY Bravia 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition  (KD-65X75K),"₹84,540",LED,3,2,Google TV,Yes,163.9 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2022,KD-65X75K
cenit 80 cm (32 inch) Full HD LED Smart Android TV  (CG32SFL),"₹19,999",LED,2,2,Android,Yes,80 cm (32 inch),"Full HD, 1366 x 768",2022,CG32SFL
SONY 164 cm (65 inch) OLED Ultra HD (4K) Smart TV  (KD-65A80K),"₹2,39,990",OLED,4,2,Android,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2022,KD-65A80K
Krisa 110 cm (43 inch) HD Ready LED Smart Android TV 2022 Edition  (KR434001S),"₹17,790",LED,2,2,Android,Yes,110 cm (43 inch),"HD Ready, 1920x1080",2022,KR434001S
Wybor 60 cm (32 inch) SD LED TV with 1 year warranty  (32WHN-53),"₹9,500",LED,2,2,Linux,No,60 cm (32 inch),"SD, 1366 x 768",2023,32WHN-53
SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV Tizen  (QA55Q60CAKLXL),"₹70,999",QLED,3,2,Tizen,Yes,138 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2023,QA55Q60CAKLXL
BPL 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV  (65U-A4310),"₹56,990",LED,3,2,Android,Yes,165 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2021,65U-A4310
Samtonic 110 cm (43 inch) Full HD LED Smart Android TV  (ST-4301SF),"₹17,499",LED,2,2,Android,Yes,110 cm (43 inch),"Full HD, 1920X1080",2023,ST-4301SF
LG 123 cm (49 inch) Ultra HD (4K) LED Smart WebOS TV  (49UK6360PTE),"₹68,900",LED,3,2,WebOS,Yes,123 cm (49 inch),"Ultra HD (4K), 3840 x 2160",2018,49UK6360PTE
Panwood 124 cm (50 inch) Ultra HD (4K) LED Smart TV  (PNWDL50MR),"₹26,837",LED,3,3,Android,Yes,124 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2023,PNWDL50MR
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV  (55UQ7550PSF),"₹49,990",LED,3,1,WebOS,Yes,139 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,55UQ7550PSF
SAMSUNG Neo QLED 189 cm (75 inch) QLED Ultra HD (8K) Smart Tizen TV  (QA75QN800CKXXL),"₹7,34,990",QLED,4,3,Tizen,Yes,189 cm (75 inch),"Ultra HD (8K), 7680 x 4320",2023,QA75QN800CKXXL
LG 106 cm (42 inch) OLED Ultra HD (4K) Smart WebOS TV  (OLED42C2PSA),"₹87,990",OLED,2,2,WebOS,Yes,106 cm (42 inch),"Ultra HD (4K), 3840 x 2160",2022,OLED42C2PSA
iMEE Signature 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (SIGNATURE-55SFLVC),"₹42,899",LED,3,2,Android,Yes,140 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,SIGNATURE-55SFLVC
"LG UQ7500 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition with Filmmaker Mode, AI Sound & Active HDR  (65UQ7500PSF)","₹69,990",LED,3,1,WebOS,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2022,65UQ7500PSF
Hyundai 60 cm (24 inch) HD Ready LED TV  (ATHY24K4HDV531W),"₹12,000",LED,2,2,Android,No,60 cm (24 inch),"HD Ready, 1366 x 768",2021,ATHY24K4HDV531W
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with 2023 Model  (43UQ7350PTA),"₹34,990",LED,3,2,WebOS,Yes,108 cm (43 inch),"Ultra HD (4K), 4K Ultra HD (3,840 x 2,160)",2023,43UQ7350PTA
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV  (OLED55C2PSC),"₹1,19,990",OLED,4,3,WebOS,Yes,139 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,OLED55C2PSC
VG 80 cm (32 inch) HD Ready LED TV  (VG32HB501E),"₹7,690",LED,2,2,Android,No,80 cm (32 inch),"HD Ready, 1366 x 768",2022,VG32HB501E
TCL D311 79.97 cm (32 inch) HD Ready LED TV with 60Hz Refresh Rate  (32D311),"₹13,989",LED,2,1,Android,No,79.97 cm (32 inch),"HD Ready, 1366 x 768",2021,32D311
"LG 189 cm (75 inch) Ultra HD (4K) QNED Smart WebOS TV with a7 AI Processor 4K Gen6, 120 Hz Refresh Rate, Magic Remote Control  (75QNED80SRA)","₹3,15,990",QNED,4,2,WebOS,Yes,189 cm (75 inch),"Ultra HD (4K), 3840 x 2160",2023,75QNED80SRA
REDMI 80 cm (32 inch) HD Ready LED Smart Android TV 2023 Edition  (L32R8-FVIN),"₹15,199",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366x768",2023,L32R8-FVIN
SONY 108 cm (43 inch) Full HD LED Smart Google TV  (43W880K),"₹43,500",LED,3,2,Google TV,Yes,108 cm (43 inch),"Full HD, 1920 x 1080",2022,43W880K
smart s tech 127 cm (50 inch) Ultra HD (4K) LED Smart TV  (50INSMART-06),"₹27,898",LED,2,2,Not Specified,Yes,127 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2022,50INSMART-06
smart s tech 127 cm (50 inch) Ultra HD (4K) LED Smart TV  (50INSMART-09),"₹27,399",LED,2,2,Not Specified,Yes,127 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2022,50INSMART-09
"Acer I Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV 2022 Edition with Android 11, 30W Dolby Audio, MEMC (2022 Model)  (AR55AR2851UDFL)","₹46,990",LED,3,2,Android,Yes,139 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,AR55AR2851UDFL
Aiwa Magnifiq 80 cm (32 inch) HD Ready LED Smart Android TV with 2 Years warranty | 2022 Model  (A32HDX1),"₹11,989",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,A32HDX1
Sansui 178 cm (70 inch) Ultra HD (4K) LED Smart TV  (JSW70ASUHDFF),"₹64,990",LED,3,2,Google TV,Yes,178 cm (70 inch),"Ultra HD (4K), 3840 x 2160",2020,JSW70ASUHDFF
iMEE Elite 80 cm (32 Inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star)  (ELITE-32SFL-White),"₹12,999",LED,2,2,Android,Yes,80 cm (32 Inch),"HD Ready, 1366 x 768",2021,ELITE-32SFL-White
VG 80 cm (32 inch) HD Ready LED Smart Android Based TV  (VG32HC441E),"₹10,490",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,VG32HC441E
SAMSUNG 139 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV  (UA55AU7600KXXL),"₹47,990",LED,3,1,Tizen,Yes,139 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2022,UA55AU7600KXXL
SAMSUNG 80 cm (32 inch) HD Ready LED Linux based TV  (UA32T4050ARXXL),"₹13,990",LED,2,1,Linux based,No,80 cm (32 inch),"HD Ready, 1366 x 768",2019,UA32T4050ARXXL
Cellecor 108 cm (43 inch) Full HD LED Smart Android TV  (E43V),"₹20,899",LED,2,2,Android,Yes,108 cm (43 inch),"Full HD, 1920 x 1080",2022,E43V
iMEE Premium 80 cm (32 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star)  (PREMIUM-32S-Champagne),"₹9,499",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2021,PREMIUM-32S-Champagne
STARSHINE 80 cm (32 inch) HD Ready LED Smart TV  (ATPL-3400),"₹10,999",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1920 x 1080",2022,ATPL-3400
Panwood 109 cm (43 inch) Full HD LED Smart TV  (PNWDL43MR),"₹15,437",LED,2,3,Android,Yes,109 cm (43 inch),"Full HD, 1920 x 1080",2023,PNWDL43MR
"SAMSUNG 109 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with Dynamic Crystal Color, AirSlim Design, Crystal Processor, 4K Smart Hub  (UA43CU8000)","₹41,990",LED,3,2,Tizen,Yes,109 cm (43 inch),"Ultra HD (4K), 3840×2160",2023,UA43CU8000
AYKON 81 cm (32 inch) Full HD LED Smart Android Based TV 2023 Edition  (AK3248F),"₹11,140",LED,2,2,Android Based,Yes,81 cm (32 inch),"Full HD, 1366 x 768",2023,AK3248F
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV  (UA32T4600AKXXL),"₹21,490",LED,2,1,Tizen,Yes,80 cm (32 Inch),"HD Ready, 1366 x 768",2021,UA32T4600AKXXL
SONY Bravia 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV  (KD-43X75),"₹44,990",LED,3,2,Android,Yes,108 cm (43 inch),"Ultra HD (4K), 3840 x 2160",2021,KD-43X75
T-Series 80 cm (32 inch) HD Ready LED Smart Android Based TV with Warranty Card  (S3201-BL),"₹10,440",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,S3201-BL
SNS 80 cm (32 inch) HD Ready LED Smart Android Based TV  (S32H344E),"₹9,790",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,S32H344E
Uniboom 80 cm (32 inch) HD Ready LED Smart TV with | Boom Speakers | Frameless | Cloud Certified Android | Screen Cast | Certified Apps | Mobile Voice |  (32SR-MAXIMA),"₹12,990",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2023,32SR-MAXIMA
SAMSUNG QN90BAK 189 cm (75 inch) QLED Ultra HD (4K) Smart Tizen TV  (QA75QN90BAKXXL),"₹3,89,990",QLED,4,2,Tizen,Yes,189 cm (75 inch),"Ultra HD (4K), 3840 x 2160",2022,QA75QN90BAKXXL
Lloyd 80 cm (32 inch) HD Ready LED Smart TV  (32HS680A),"₹14,890",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2019,32HS680A
SONY 80 cm (32 inch) HD Ready LED Smart Google TV with With Alexa Compatibility  (KD-32W830K),"₹27,990",LED,3,2,Google TV,Yes,80 cm (32 inch),"HD Ready, 1366x768",2022,KD-32W830K
Lloyd QX900D 140 cm (55 inch) QLED Ultra HD (4K) Smart Android TV QLED  (55QX900D),"₹50,999",QLED,3,2,Android,Yes,140 cm (55 inch),"Ultra HD (4K), 3840*2160",2022,55QX900D
SAMSUNG The Frame 2021 Series 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV  (QA50LS03AAKLXL),"₹75,990",QLED,4,2,Tizen,Yes,125 cm (50 inch),"Ultra HD (4K), 3840 x 2160",2021,QA50LS03AAKLXL
"AGE 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Certified Android TV, Chromecast Built-In, Voice Search Enabled Remote, Android 11.0, HDR 10, Ultra Slim body, Netflix, Hotstar, Amazon Prime  (PRO 50 NXT VC)","₹31,990",LED,3,2,Android,Yes,126 cm (50 inch),"Ultra HD (4K), 3840 X 2160",2022,PRO 50 NXT VC
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV  (43UP7500PTZ),"₹36,990",LED,2,1,WebOS,Yes,108 cm (43 inch),"Ultra HD (4K), 3840 x 2160",2021,43UP7500PTZ
Haier Bezel Less Google Android TV - Smart AI Plus 80 cm (32 inch) HD Ready LED Smart Android TV  (LE-32K-6200GA),"₹14,999",LED,3,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2020,LE-32K-6200GA
"smart s tech 9A 81.28 cm (32 inch) HD Ready 3D, Curved LED Smart Android TV 2022 Edition  (FLHD9ASERIES)","₹12,399",LED,1,2,Android,Yes,81.28 cm (32 inch),"HD Ready, 1366 x 768",2022,FLHD9ASERIES
Wybor 80 cm (32 inch) HD Ready LED Smart Android TV  (Macho PRO),"₹10,990",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2021,Macho PRO
iFFALCON by TCL H82 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV Google Assistant  (55H82),"₹59,999",QLED,4,2,Android,Yes,139 cm (55 inch),"Ultra HD (4K), 3840 x 2160",2021,55H82
"Haier 80 cm (32 inch) HD Ready LED TV with Dolby Audio  (Bezel less, LE32D4000)","₹25,500",LED,3,2,Android,No,80 cm (32 inch),"HD Ready, 1366 x 768",2021,"Bezel less, LE32D4000"
iMEE Elite 80 cm (32 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star)  (ELITE-32SFL-Champagne),"₹12,999",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2021,ELITE-32SFL-Champagne
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV with FHD | DTS-HD | Vivid Picture Engine,"₹20,990",LED,3,2,Android,Yes,100 cm (40 inch),"Full HD, 1920 x 1080",2021,L40M6-EI
RGL 99 cm (39 inch) Full HD LED Smart Android Based TV  (RGL4002),"₹13,490",LED,2,2,Android Based,Yes,99 cm (39 inch),"Full HD, 1920 x 1080",2020,RGL4002
Samtonic 80 cm (32 inch) HD Ready LED Smart Android TV  (ST-3207SF),"₹10,999",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366X768",2023,ST-3207SF
cenit 90 cm (32 inch) Full HD LED Smart TV  (CG32S),"₹8,899",LED,2,2,Android,Yes,90 cm (32 inch),"Full HD, HD DISPLAY",2023,CG32S
SONY Bravia 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV  (XR-65X90J),"₹1,39,990",LED,4,2,Google TV,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2021,XR-65X90J
smart s tech 9A 81.28 cm (32 inch) HD Ready Curved LED Smart Android TV  (FLHD9ASERIES02),"₹11,899",LED,1,2,Android,Yes,81.28 cm (32 inch),"HD Ready, 1366 x 768",2022,FLHD9ASERIES02
Hisense E7K 164 cm (65 inch) QLED Ultra HD (4K) Smart VIDAA TV With Dolby Vision and Atmos  (65E7K),"₹49,999",QLED,3,2,VIDAA,Yes,164 cm (65 inch),"Ultra HD (4K), 3840 × 2160",2023,65E7K
cenit 90 cm (32 inch) Full HD LED Smart TV  (CG32N),"₹8,213",LED,2,2,Android,Yes,90 cm (32 inch),"Full HD, HD",2023,CG32N
JVC 80 cm (32 inch) HD Ready LED Smart Android Based TV  (LT-32N385CE),"₹13,990",LED,2,2,Android Based,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,LT-32N385CE
iMEE Premium 102 cm (40 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star)  (PREMIUM-40S-Black),"₹19,999",LED,2,2,Android,Yes,102 cm (40 inch),"HD Ready, 1366 x 768",2021,PREMIUM-40S-Black
"smart s tech 9A 81.28 cm (32 inch) HD Ready 3D, Curved LED Smart Android TV  (FLHD9ASERIES05)","₹11,899",LED,1,2,Android,Yes,81.28 cm (32 inch),"HD Ready, 1366 x 768",2022,FLHD9ASERIES05
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV  (43UR7550PSC),"₹38,490",LED,3,2,WebOS,Yes,108 cm (43 inch),"Ultra HD (4K), 3,840 x 2,160",2023,43UR7550PSC
"BPL 81.28 cm (32 inch) HD Ready LED Smart TV with Youtube, Prime video  (32H-D7300)","₹13,990",LED,3,2,Android,Yes,81.28 cm (32 inch),"HD Ready, 1366 × 768",2023,32H-D7300
Panwood 80 cm (32 inch) HD Ready LED TV  (PNWDLNL32MR),"₹7,077",LED,2,2,Android,No,80 cm (32 inch),"HD Ready, 1366 x 768",2023,PNWDLNL32MR
Haier 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with DOLBY VISION-ATMOS & Far-Field  (6.50E+10),"₹65,490",LED,4,2,Google TV,Yes,165 cm (65 inch),"Ultra HD (4K), 3840 x 2160",2023,6.50E+10
SAMSUNG Series 4 59 cm (24 inch) HD Ready LED TV  (UA24K4100ARLXL),"₹9,431",LED,2,2,Tizen,No,59 cm (24 inch),"HD Ready, 1366 x 768",2016,UA24K4100ARLXL
QVA 80 cm (32 inch) HD Ready LED Smart Android TV  (Q-3223SA),"₹7,999",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2022,Q-3223SA
SAMSUNG 109 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV  (UA43CU7700),"₹36,990",LED,3,1,Tizen,Yes,109 cm (43 inch),"Ultra HD (4K), 3840 x 2160",2023,UA43CU7700
smart s tech 101.6 cm (40 inch) Ultra HD (4K) LED Smart TV  (LED TV 40 INCH-12),"₹16,899",LED,1,2,Not Specified,Yes,101.6 cm (40 inch),"Ultra HD (4K), 1920 x 1080",2022,LED TV 40 INCH-12
iMEE Premium 80 cm (32 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star)  (PREMIUM-32S-Silver),"₹11,999",LED,2,2,Android,Yes,80 cm (32 inch),"HD Ready, 1366 x 768",2021,PREMIUM-32S-Silver
